date,activities,activity_types,moving_minutes,daily_load,distance_km,avg_hr,max_hr,intensity,fitness_ctl,fatigue_atl,form_tsb,form_pct
2022-10-12,3.0,Workout,105.0,3.0,0.0,103.0,,0.13093073414159542,0.0705849400432702,0.3993663007494552,-0.328781360706185,-15.526511297576814
2022-10-13,0.0,-,0.0,0.0,0.0,,,0.0,0.06892419545629952,0.34620182002468713,-0.2772776245683876,-13.40978654074107
2022-10-14,0.0,-,0.0,0.0,0.0,,,0.0,0.06730252538836168,0.30011470663269113,-0.23281218124432945,-11.530631275271016
2022-10-15,0.0,-,0.0,0.0,0.0,,,0.0,0.06571901048192895,0.26016280656988916,-0.1944437960879602,-9.862382014076292
2022-10-16,0.0,-,0.0,0.0,0.0,,,0.0,0.06417275301040562,0.22552938735241826,-0.16135663434201264,-8.381367832536272
2022-10-17,0.0,-,0.0,0.0,0.0,,,0.0,0.0626628763691886,0.19550644164000952,-0.13284356527082092,-7.0665744998230045
2022-10-18,0.0,-,0.0,0.0,0.0,,,0.0,0.061188524578702594,0.1694802135165229,-0.1082916889378203,-5.899346306268705
2022-10-19,0.0,-,0.0,0.0,0.0,,,0.0,0.059748861799127966,0.1469186515424157,-0.08716978974328773,-4.863121355982047
2022-10-20,0.0,-,0.0,0.0,0.0,,,0.0,0.05834307185654627,0.1273605320832181,-0.06901746022667182,-3.9431965687586525
2022-10-21,0.0,-,0.0,0.0,0.0,,,0.0,0.05697035778023476,0.11040603056336572,-0.05343567278313096,-3.126519056878727
2022-10-22,0.0,-,0.0,0.0,0.0,,,0.0,0.05562994135084758,0.09570854789452483,-0.04007860654367725,-2.4015009166202437
2022-10-23,0.0,-,0.0,0.0,0.0,,,0.0,0.05432106265922751,0.08296762498694535,-0.02864656232771784,-1.7578548065493742
2022-10-24,0.0,-,0.0,0.0,0.0,,,0.0,0.053042979675598075,0.07192280049594386,-0.01887982082034579,-1.186447979595138
2022-10-25,0.0,-,0.0,0.0,0.0,,,0.0,0.05179496782889191,0.06234828623807514,-0.010553318409183228,-0.6791726977574869
2022-10-26,0.0,-,0.0,0.0,0.0,,,0.0,0.05057631959597676,0.05404835142708573,-0.003472031831108967,-0.22883119075256975
2022-10-27,0.0,-,0.0,0.0,0.0,,,0.0,0.049386344100546334,0.04685332137007181,0.002533022730474524,0.17096647373597232
2022-10-28,0.0,-,0.0,0.0,0.0,,,0.0,0.048224366721448544,0.04061610882560815,0.007608257895840395,0.5258930573270064
2022-10-29,0.0,-,0.0,0.0,0.0,,,0.0,0.04708972871022917,0.03520920711476801,0.011880521595461165,0.8409846422184768
2022-10-30,0.0,-,0.0,0.0,0.0,,,0.0,0.04598178681767404,0.03052208351551924,0.015459703302154803,1.1207120885678261
2022-10-31,0.0,-,0.0,0.0,0.0,,,0.0,0.04489991292913806,0.026458919653932957,0.0184409932752051,1.369044471890851
2022-11-01,0.0,-,0.0,0.0,0.0,,,0.0,0.043843493708454306,0.022936652699260204,0.020906841009194103,1.5895054005974174
2022-11-02,0.0,-,0.0,0.0,0.0,,,0.0,0.04281193025022139,0.01988327731923402,0.02292865293098737,1.7852230127581319
2022-11-03,0.0,-,0.0,0.0,0.0,,,0.0,0.04180463774027188,0.017236373682648007,0.02456826405762387,1.9589743615101662
2022-11-04,0.0,-,0.0,0.0,0.0,,,0.0,0.040821045124129304,0.014941831417323206,0.025879213706806098,2.1132248188903673
2022-11-05,0.0,-,0.0,0.0,0.0,,,0.0,0.039860594783265875,0.01295274343747042,0.026907851345795455,2.250163057199856
2022-11-06,0.0,-,0.0,0.0,0.0,,,0.0,0.038922742218977235,0.011228447027077305,0.02769429519189993,2.3717321042535433
2022-11-07,0.0,-,0.0,0.0,0.0,,,0.0,0.03800695574369518,0.009733692576288944,0.028273263167406235,2.479656913160023
2022-11-08,0.0,-,0.0,0.0,0.0,,,0.0,0.037112716179563195,0.008437922977347294,0.0286747932022159,2.575468837821703
2022-11-09,0.0,-,0.0,0.0,0.0,,,0.0,0.03623951656410407,0.007314648948856621,0.028924867615247447,2.6605273614400327
2022-11-10,0.0,-,0.0,0.0,0.0,,,0.0,0.035386861862812605,0.006340907518194701,0.029045954344617902,2.736039386333355
2022-11-11,0.0,-,0.0,0.0,0.0,,,0.0,0.03455426868851057,0.005496792591882759,0.02905747609662781,2.8030763587721883
2022-11-12,0.0,-,0.0,0.0,0.0,,,0.0,0.033741265027304713,0.004765048017413683,0.02897621700989103,2.8625894718176075
2022-11-13,0.0,-,0.0,0.0,0.0,,,0.0,0.032947389970992585,0.00413071481754434,0.028816675153448247,2.9154231618770523
2022-11-14,0.0,-,0.0,0.0,0.0,,,0.0,0.03217219345576434,0.003580825385499792,0.028591368070264547,2.9623270904812773
2022-11-15,0.0,-,0.0,0.0,0.0,,,0.0,0.03141523600705247,0.003104138389554194,0.028311097617498275,3.0039667812928585
2022-11-16,0.0,-,0.0,0.0,0.0,,,0.0,0.03067608849038481,0.0026909089676706507,0.02798517952271416,3.040933063275642
2022-11-17,0.0,-,0.0,0.0,0.0,,,0.0,0.029954331868099524,0.002332689514313263,0.02762164235378626,3.0737504540150216
2022-11-18,0.0,-,0.0,0.0,0.0,,,0.0,0.029249556961784183,0.002022156986937153,0.02722739997484703,3.1028846021406764
2022-11-19,0.0,-,0.0,0.0,0.0,,,0.0,0.028561364220304267,0.0017529632018012345,0.02680840101850303,3.1287488944528947
2022-11-20,0.0,-,0.0,0.0,0.0,,,0.0,0.02788936349328954,0.001519605058716808,0.026369758434572732,3.1517103215015476
2022-11-21,0.0,-,0.0,0.0,0.0,,,0.0,0.027233173809949936,0.001317312041750178,0.02591586176819976,3.172094684844888
2022-11-22,0.0,-,0.0,0.0,0.0,,,0.0,0.026592423163095513,0.0011419486960680177,0.025450474467027494,3.19019121987439
2022-11-23,0.0,-,0.0,0.0,0.0,,,0.0,0.025966748298238057,0.0009899300872699016,0.024976818210968154,3.2062566997992747
2022-11-24,0.0,-,0.0,0.0,0.0,,,0.0,0.025355794507654784,0.0008581485149520463,0.024497645992702738,3.220519079022486
2022-11-25,3.0,Crossfit,135.0,3.0,0.0,99.0,143.0,0.11547005383792516,0.09534415547256755,0.4001102107317706,-0.3047660552592031,-10.654946240058749
2022-11-26,0.0,-,0.0,0.0,0.0,,,0.0,0.09310086830673175,0.3468466991477599,-0.25374583084102814,-9.08497902887553
2022-11-27,0.0,-,0.0,0.0,0.0,,,0.0,0.09091036190426273,0.3006737380924932,-0.2097633761882305,-7.691216263082358
2022-11-28,0.0,-,0.0,0.0,0.0,,,0.0,0.08877139442282127,0.26064741858765667,-0.17187602416483538,-6.453881729294606
2022-11-29,0.0,-,0.0,0.0,0.0,,,0.0,0.08668275323852383,0.22594948680057425,-0.13926673356205044,-5.355418787050289
2022-11-30,0.0,-,0.0,0.0,0.0,,,0.0,0.08464325425848156,0.1958706165673132,-0.11122736230883164,-4.3802412562088
2022-12-01,0.0,-,0.0,0.0,0.0,,,0.0,0.08265174124951416,0.16979590871264558,-0.08714416746313142,-3.514512263371651
2022-12-02,0.0,-,0.0,0.0,0.0,,,0.0,0.08070708518265789,0.14719232073099175,-0.06648523554833387,-2.7459479093590176
2022-12-03,0.0,-,0.0,0.0,0.0,,,0.0,0.07880818359309621,0.12759776985463725,-0.048789586261541035,-2.063642971963939
2022-12-04,0.0,-,0.0,0.0,0.0,,,0.0,0.07695395995515031,0.11061168674439498,-0.03365772678924467,-1.457916170866355
2022-12-05,3.0,Run,61.349999999999994,165.0,5.3072099999999995,,,1.270311745809013,3.9573150654518363,22.06103336791284,-18.103718302461004,-15.249159259948865
2022-12-06,0.0,-,0.0,0.0,0.0,,,0.0,3.8642061165760873,19.124222272294958,-15.260016155718871,-13.163562963389179
2022-12-07,3.0,Run,65.0,201.0,5.853,,,1.3621250366191113,8.50247884712407,43.3359077879762,-34.83342894085213,-13.656185671325094
2022-12-08,0.0,-,0.0,0.0,0.0,,,0.0,8.302429860576261,37.566940727008344,-29.264510866432083,-11.74937592884439
2022-12-09,0.0,-,0.0,0.0,0.0,,,0.0,8.10708768926885,32.56595067746855,-24.458862988199698,-10.056575976341987
2022-12-10,1.0,Run,24.016666666666666,58.0,1.9674800000000001,,,1.203741564596515,9.280983763947882,35.95178474114141,-26.67080097719353,-9.579013624538616
2022-12-11,0.0,-,0.0,0.0,0.0,,,0.0,9.062617869774273,31.16580764867129,-22.10318977889702,-8.129803145371413
2022-12-12,2.0,Pilates + Run,75.05,19.0,1.213666,91.0,109.0,0.3897418814769785,9.296427710390622,29.546269783244863,-20.249842072854243,-7.260796908121666
2022-12-13,1.0,Walk,14.9,33.0,1.34078,,,1.1527614932858767,9.854132786681756,30.006037603395566,-20.15190481671381,-6.816735425617528
2022-12-14,1.0,Walk,13.2,32.0,1.10431,,,1.2060453783110545,10.37518768983452,30.271478065450708,-19.89629037561619,-6.392266810141766
